1,P
0.031,D
0.01,
0.135,
0.26,
0.385,
0.51,
0.635,
0.76,F
0.885,
1.01,
1.135,
1.26,
1.385,
1.51,D
1.635,
1.76,
1.885,
2.01,S
2.135,
2.26,
2.385,
2.51,D
2.635,
2.76,
2.885,
3.01,F
3.135,
3.26,
3.385,
3.51,D
3.635,
3.76,
3.885,
4.01,J
4.135,
4.26,
4.385,
4.51,
4.635,
4.76,L
4.885,
5.01,
5.135,
5.26,
5.385,
5.51,K
5.635,
5.76,
5.885,
6.01,J
6.135,
6.26,
6.385,
6.51,K
6.635,
6.76,
6.885,
7.01,L
7.135,
7.26,
7.385,
7.51,J
7.635,
7.76,
7.885,
8.01,A
8.135,
8.26,
8.385,
8.51,
8.635,
8.76,
8.885,
9.01,D
9.135,
9.26,
9.385,
9.51,
9.635,
9.76,
9.885,
10.01,J
10.135,
10.26,
10.385,
10.51,
10.635,
10.76,
10.885,
11.01,L
11.135,
11.26,
11.385,
11.51,
11.635,
11.76,
11.885,
12.01,A
12.135,
12.26,
12.385,
12.51,F
12.635,
12.76,
12.885,
13.01,D
13.135,
13.26,
13.385,
13.51,S
13.635,
13.76,
13.885,
14.01,J
14.135,
14.26,
14.385,
14.51,K
14.635,
14.76,
14.885,
15.01,K
15.135,
15.26,
15.385,
15.51,L
15.635,
15.76,
15.885,
16.01,A
16.135,
16.26,
16.385,
16.51,F
16.635,
16.76,
16.885,
17.01,D
17.135,
17.26,
17.385,
17.51,F
17.635,
17.76,
17.885,
18.01,L
18.135,
18.26,
18.385,
18.51,K
18.635,
18.76,
18.885,
19.01,K
19.135,
19.26,
19.385,
19.51,J
19.635,
19.76,
19.885,
20.01,A
20.135,
20.26,
20.385,
20.51,F
20.635,
20.76,
20.885,
21.01,D
21.135,
21.26,
21.385,
21.51,S
21.635,
21.76,
21.885,
22.01,J
22.135,
22.26,
22.385,
22.51,K
22.635,
22.76,
22.885,
23.01,K
23.135,
23.26,
23.385,
23.51,L
23.635,
23.76,
23.885,
24.01,A
24.135,
24.26,
24.385,
24.51,F
24.635,
24.76,
24.885,
25.01,D
25.135,
25.26,
25.385,
25.51,F
25.635,
25.76,
25.885,
26.01,J
26.135,
26.26,
26.385,
26.51,
26.635,
26.76,J
26.885,
27.01,
27.135,
27.26,
27.385,
27.51,J
27.635,
27.76,
27.885,
28.01,J
28.135,
28.26,
28.385,K
28.51,
28.635,
28.76,
28.885,
29.01,K
29.135,
29.26,
29.385,L
29.51,
29.635,
29.76,
29.885,
30.01,F
30.135,
30.26,
30.385,D
30.51,
30.635,
30.76,
30.885,
31.01,D
31.135,
31.26,
31.385,S
31.51,
31.635,
31.76,
31.885,
32.01,F
32.135,
32.26,F
32.385,
32.51,F
32.635,
32.76,
32.885,
33.01,
33.135,
33.26,
33.385,
33.51,D
33.635,
33.76,
33.885,
34.01,S
34.135,
34.26,S
34.385,
34.51,S
34.635,
34.76,
34.885,
35.01,
35.135,
35.26,
35.385,
35.51,F
35.635,
35.76,
35.885,
36.01,J
36.135,
36.26,J
36.385,
36.51,J
36.635,
36.76,
36.885,
37.01,K
37.135,
37.26,
37.385,
37.51,J
37.635,
37.76,
37.885,
38.01,K
38.135,
38.26,K
38.385,
38.51,K
38.635,
38.76,
38.885,
39.01,L
39.135,
39.26,
39.385,
39.51,C
39.635,
39.76,
39.885,
40.01,J
40.135,
40.26,
40.385,
40.51,J
40.635,
40.76,
40.885,
41.01,K
41.135,
41.26,
41.385,
41.51,L
41.635,
41.76,
41.885,
42.01,F
42.135,
42.26,
42.385,
42.51,D
42.635,
42.76,
42.885,
43.01,S
43.135,
43.26,
43.385,
43.51,D
43.635,
43.76,
43.885,
44.01,A
44.135,
44.26,
44.385,
44.51,
44.635,
44.76,S
44.885,
45.01,D
45.135,
45.26,
45.385,
45.51,F
45.635,
45.76,
45.885,
46.01,F
46.135,
46.26,
46.385,
46.51,
46.635,
46.76,
46.885,
47.01,D
47.135,
47.26,
47.385,
47.51,S
47.635,
47.76,
47.885,
48.01,L
48.135,
48.26,
48.385,
48.51,J
48.635,
48.76,
48.885,
49.01,K
49.135,
49.26,
49.385,
49.51,L
49.635,
49.76,
49.885,
50.01,L
50.135,
50.26,
50.385,
50.51,K
50.635,
50.76,
50.885,
51.01,J
51.135,
51.26,
51.385,
51.51,F
51.635,
51.76,
51.885,
52.01,D
52.135,
52.26,
52.385,
52.51,
52.635,
52.76,D
52.885,
53.01,
53.135,
53.26,
53.385,
53.51,F
53.635,
53.76,
53.885,
54.01,D
54.135,
54.26,
54.385,
54.51,
54.635,
54.76,S
54.885,
55.01,
55.135,
55.26,
55.385,
55.51,A
55.635,
55.76,
55.885,
56.01,F
56.135,
56.26,D
56.385,
56.51,S
56.635,
56.76,
56.885,
57.01,
57.135,
57.26,
57.385,
57.51,S
57.635,
57.76,
57.885,
58.01,A
58.135,
58.26,
58.385,
58.51,A
58.635,
58.76,
58.885,
59.01,D
59.135,
59.26,
59.385,
59.51,F
59.635,
59.76,
59.885,
60.01,K
60.135,
60.26,
60.385,K
60.51,
60.635,
60.76,
60.885,
61.01,L
61.135,
61.26,
61.385,L
61.51,
61.635,
61.76,
61.885,
62.01,C
62.135,
62.26,
62.385,C
62.51,
62.635,
62.76,
62.885,
63.01,L
63.135,
63.26,
63.385,L
63.51,
63.635,
63.76,
63.885,
64.01,F
64.135,
64.26,
64.385,
64.51,D
64.635,
64.76,
64.885,
65.01,D
65.135,
65.26,S
65.385,
65.51,D
65.635,
65.76,
65.885,
66.01,F
66.135,
66.26,
66.385,
66.51,D
66.635,
66.76,
66.885,
67.01,S
