0,
0.01,D
0.17646875,
0.3529375,
0.52940625,
0.705875,D
0.88234375,
1,P
1.0588125,
1.23528125,
1.41175,F
1.58821875,
1.7646875,S
1.94115625,
2.117625,F
2.29409375,
2.4705625,
2.64703125,
2.8235,F
2.99996875,
3.1764375,
3.35290625,
3.529375,F
3.70584375,
3.8823125,
4.05878125,
4.23525,D
4.41171875,
4.5881875,
4.76465625,
4.941125,D
5.11759375,
5.2940625,
5.47053125,
5.647,F
5.82346875,
5.9999375,
6.17640625,
6.352875,D
6.52934375,
6.7058125,
6.88228125,
7.05875,F
7.23521875,
7.4116875,S
7.58815625,
7.764625,
7.94109375,
8.1175625,
8.29403125,
8.4705,L
8.64696875,
8.8234375,
8.99990625,
9.176375,L
9.35284375,
9.5293125,
9.70578125,
9.88225,
10.05871875,K
10.2351875,
10.41165625,J
10.588125,
10.76459375,H
10.9410625,
11.11753125,
11.294,L
11.47046875,
11.6469375,
11.82340625,
11.999875,L
12.17634375,
12.3528125,C
12.52928125,
12.70575,L
12.88221875,
13.0586875,
13.23515625,
13.411625,K
13.58809375,
13.7645625,
13.94103125,
14.1175,L
14.29396875,
14.4704375,K
14.64690625,
14.823375,L
14.99984375,
15.1763125,
15.35278125,
15.52925,C
15.70571875,
15.8821875,L
16.05865625,
16.235125,C
16.41159375,
16.5880625,
16.76453125,
16.941,J
17.11746875,
17.2939375,
17.47040625,
17.646875,K
17.82334375,
17.9998125,
18.17628125,
18.35275,L
18.52921875,
18.7056875,
18.88215625,
19.058625,
19.23509375,
19.4115625,
19.58803125,
19.7645,S
19.94096875,
20.1174375,
20.29390625,
20.470375,S
20.64684375,
20.8233125,
20.99978125,
21.17625,S
21.35271875,
21.5291875,
21.70565625,
21.882125,S
22.05859375,
22.2350625,D
22.41153125,
22.588,S
22.76446875,
22.9409375,
23.11740625,
23.293875,S
23.47034375,
23.6468125,
23.82328125,
23.99975,S
24.17621875,
24.3526875,
24.52915625,
24.705625,S
24.88209375,
25.0585625,A
25.23503125,
25.4115,S
25.58796875,
25.7644375,
25.94090625,
26.117375,F
26.29384375,
26.4703125,
26.64678125,
26.82325,F
26.99971875,
27.1761875,
27.35265625,
27.529125,F
27.70559375,
27.8820625,
28.05853125,
28.235,J
28.41146875,
28.5879375,
28.76440625,
28.940875,
29.11734375,
29.2938125,
29.47028125,
29.64675,C
29.82321875,
29.9996875,
30.17615625,
30.352625,L
30.52909375,
30.7055625,
30.88203125,
31.0585,D
31.23496875,
31.4114375,
31.58790625,
31.764375,D
31.94084375,
32.1173125,
32.29378125,
32.47025,S
32.64671875,
32.8231875,
32.99965625,
33.176125,A
33.35259375,
33.5290625,
33.70553125,
33.882,D
34.05846875,
34.2349375,
34.41140625,
34.587875,D
34.76434375,
34.9408125,F
35.11728125,
35.29375,D
35.47021875,
35.6466875,
35.82315625,
35.999625,S
36.17609375,
36.3525625,
36.52903125,
36.7055,L
36.88196875,
37.0584375,
37.23490625,
37.411375,L
37.58784375,
37.7643125,
37.94078125,
38.11725,C
38.29371875,
38.4701875,L
38.64665625,
38.823125,C
38.99959375,
39.1760625,
39.35253125,
39.529,
39.70546875,
39.8819375,
40.05840625,
40.234875,C
40.41134375,
40.5878125,
40.76428125,
40.94075,K
41.11721875,
41.2936875,
41.47015625,
41.646625,L
41.82309375,
41.9995625,
42.17603125,
42.3525,L
42.52896875,
42.7054375,
42.88190625,
43.058375,L
43.23484375,
43.4113125,
43.58778125,
43.76425,L
43.94071875,
44.1171875,
44.29365625,
44.470125,
44.64659375,
44.8230625,
44.99953125,
45.176,C
45.35246875,
45.5289375,
45.70540625,
45.881875,J
46.05834375,
46.2348125,
46.41128125,
46.58775,
