1,P
0.01,J
0,
0.15,
0.3,
0.45,
0.6,K
0.75,
0.9,
1.05,
1.2,L
1.35,
1.5,
1.65,
1.8,C
1.95,
2.1,
2.25,
2.4,J
2.55,
2.7,
2.85,
3,K
3.15,
3.3,
3.45,
3.6,L
3.75,
3.9,
4.05,
4.2,C
4.35,
4.5,
4.65,
4.8,A
4.95,
5.1,
5.25,
5.4,S
5.55,
5.7,
5.85,
6,D
6.15,
6.3,
6.45,
6.6,D
6.75,
6.9,
7.05,
7.2,D
7.35,
7.5,
7.65,
7.8,F
7.95,
8.1,
8.25,
8.4,D
8.55,
8.7,
8.85,
9,
9.15,
9.3,
9.45,
9.6,A
9.75,
9.9,S
10.05,
10.2,D
10.35,
10.5,
10.65,
10.8,F
10.95,
11.1,
11.25,
11.4,J
11.55,
11.7,K
11.85,
12,J
12.15,
12.3,
12.45,
12.6,J
12.75,
12.9,
13.05,
13.2,K
13.35,
13.5,
13.65,
13.8,L
13.95,
14.1,
14.25,
14.4,C
14.55,
14.7,
14.85,
15,
15.15,
15.3,
15.45,
15.6,K
15.75,
15.9,
16.05,
16.2,J
16.35,
16.5,
16.65,
16.8,L
16.95,
17.1,
17.25,
17.4,
17.55,
17.7,
17.85,
18,K
18.15,
18.3,
18.45,
18.6,J
18.75,
18.9,
19.05,
19.2,A
19.35,
19.5,
19.65,
19.8,A
19.95,
20.1,
20.25,
20.4,S
20.55,
20.7,
20.85,
21,S
21.15,
21.3,
21.45,
21.6,D
21.75,
21.9,
22.05,
22.2,D
22.35,
22.5,
22.65,
22.8,F
22.95,
23.1,
23.25,
23.4,F
23.55,
23.7,
23.85,
24,A
24.15,
24.3,
24.45,
24.6,D
24.75,
24.9,
25.05,
25.2,S
25.35,
25.5,
25.65,
25.8,F
25.95,
26.1,
26.25,
26.4,F
26.55,
26.7,D
26.85,
27,S
27.15,
27.3,
27.45,
27.6,D
27.75,
27.9,
28.05,
28.2,A
28.35,
28.5,
28.65,
28.8,J
28.95,
29.1,
29.25,
29.4,K
29.55,
29.7,
29.85,
30,L
30.15,
30.3,
30.45,
30.6,C
30.75,
30.9,
31.05,
31.2,L
31.35,
31.5,L
31.65,
31.8,K
31.95,
32.1,
32.25,
32.4,K
32.55,
32.7,K
32.85,
33,J
33.15,
33.3,
33.45,
33.6,A
33.75,
33.9,A
34.05,
34.2,A
34.35,
34.5,A
34.65,
34.8,S
34.95,
35.1,
35.25,
35.4,F
35.55,
35.7,
35.85,
36,L
36.15,
36.3,
36.45,
36.6,L
36.75,
36.9,
37.05,
37.2,L
37.35,
37.5,K
37.65,
37.8,J
37.95,
38.1,K
38.25,
38.4,K
38.55,
38.7,
38.85,
39,K
39.15,
39.3,
39.45,
39.6,K
39.75,
39.9,
40.05,
40.2,J
40.35,
40.5,
40.65,
40.8,A
40.95,
41.1,S
41.25,
41.4,D
41.55,
41.7,F
41.85,
42,J
42.15,
42.3,
42.45,
42.6,L
42.75,
42.9,
43.05,
43.2,C
43.35,
43.5,
43.65,
43.8,
43.95,
44.1,
44.25,
44.4,K
44.55,
44.7,
44.85,
45,
45.15,
45.3,
45.45,
45.6,A
45.75,
45.9,
46.05,
46.2,S
46.35,
46.5,
46.65,
46.8,D
46.95,
47.1,
47.25,
47.4,S
47.55,
47.7,
47.85,
48,D
48.15,
48.3,
48.45,
48.6,F
48.75,
48.9,
49.05,
49.2,J
49.35,
49.5,
49.65,
49.8,K
49.95,
50.1,
50.25,
50.4,A
50.55,
50.7,
50.85,
51,S
51.15,
51.3,
51.45,
51.6,D
51.75,
51.9,
52.05,
52.2,F
52.35,
52.5,
52.65,
52.8,L
52.95,
53.1,K
53.25,
53.4,J
53.55,
53.7,
53.85,
54,F
54.15,
54.3,
54.45,
54.6,
