0,
0.031,DC
0.125,
0.25,
0.375,
0.5,K
0.625,
0.75,
0.875,
1,P
1.031,SL
1.125,
1.25,
1.375,
1.5,J
1.625,
1.75,
1.875,
2,A
2.125,
2.25,
2.375,
2.5,A
2.625,
2.75,
2.875,
3,S
3.125,
3.25,
3.375,
3.5,D
3.625,
3.75,
3.875,
4,
4.125,
4.25,F
4.375,
4.5,
4.625,
4.75,F
4.875,
5,D
5.125,
5.25,
5.375,
5.5,A
5.625,
5.75,
5.875,
6,J
6.125,
6.25,J
6.375,
6.5,
6.625,
6.75,L
6.875,
7,
7.125,
7.25,K
7.375,
7.5,
7.625,
7.75,L
7.875,
8,C
8.125,
8.25,
8.375,
8.5,L
8.625,
8.75,
8.875,
9,K
9.125,
9.25,
9.375,
9.5,J
9.625,
9.75,
9.875,
10,A
10.125,
10.25,
10.375,
10.5,
10.625,
10.75,AJ
10.875,
11,K
11.125,
11.25,
11.375,
11.5,AL
11.625,
11.75,
11.875,
12,
12.125,
12.25,C
12.375,
12.5,
12.625,
12.75,C
12.875,
13,
13.125,
13.25,
13.375,
13.5,C
13.625,
13.75,
13.875,
14,S
14.125,
14.25,
14.375,
14.5,S
14.625,
14.75,
14.875,
15,AL
15.125,
15.25,S
15.375,
15.5,
15.625,
15.75,K
15.875,
16,A
16.125,
16.25,S
16.375,
16.5,
16.625,
16.75,
16.875,
17,K
17.125,
17.25,F
17.375,
17.5,J
17.625,
17.75,D
17.875,
18,SL
18.125,
18.25,
18.375,
18.5,D
18.625,
18.75,
18.875,
19,F
19.125,
19.25,
19.375,
19.5,S
19.625,
19.75,
19.875,
20,AK
20.125,
20.25,
20.375,
20.5,S
20.625,
20.75,
20.875,
21,D
21.125,
21.25,
21.375,
21.5,F
21.625,
21.75,
21.875,
22,AJ
22.125,
22.25,
22.375,
22.5,
22.625,
22.75,A
22.875,
23,
23.125,
23.25,
23.375,
23.5,A
23.625,
23.75,
23.875,
24,AJ
24.125,
24.25,
24.375,
24.5,
24.625,
24.75,A
24.875,
25,
25.125,
25.25,
25.375,
25.5,A
25.625,
25.75,
25.875,
26,DJ
26.125,
26.25,
26.375,
26.5,K
26.625,
26.75,
26.875,
27,L
27.125,
27.25,
27.375,
27.5,C
27.625,
27.75,
27.875,
28,FK
28.125,
28.25,
28.375,
28.5,L
28.625,
28.75,
28.875,
29,FK
29.125,
29.25,
29.375,
29.5,DJ
29.625,
29.75,
29.875,
30,AJ
30.125,
30.25,
30.375,
30.5,
30.625,
30.75,J
30.875,
31,
31.125,
31.25,
31.375,
31.5,J
31.625,
31.75,
31.875,
32,SK
32.125,
32.25,
32.375,
32.5,
32.625,
32.75,K
32.875,
33,
33.125,
33.25,
33.375,
33.5,K
33.625,
33.75,
33.875,
34,L
34.125,
34.25,
34.375,
34.5,
34.625,
34.75,L
34.875,
35,
35.125,
35.25,L
35.375,
35.5,L
35.625,
35.75,
35.875,
36,D
36.125,
36.25,
36.375,
36.5,
36.625,
36.75,D
36.875,
37,
37.125,
37.25,D
37.375,
37.5,D
37.625,
37.75,
37.875,
38,A
38.125,
38.25,
38.375,
38.5,S
38.625,
38.75,
38.875,
39,D
39.125,
39.25,
39.375,
39.5,F
39.625,
39.75,
39.875,
40,J
40.125,
40.25,
40.375,
40.5,K
40.625,
40.75,
40.875,
41,L
41.125,
41.25,
41.375,
41.5,C
41.625,
41.75,
41.875,
42,DC
42.125,
42.25,
42.375,
42.5,K
42.625,
42.75,
42.875,
43,SL
43.125,
43.25,
43.375,
43.5,J
43.625,
43.75,
43.875,
44,AJ
44.125,
44.25,
44.375,
44.5,
44.625,
44.75,
44.875,
45,
